iter	Logloss
160	0.3239386597
161	0.3238327569
162	0.3237153419
163	0.3235764801
164	0.3234403252
165	0.3233282422
166	0.3232303612
167	0.3231369556
168	0.323035633
169	0.3229330627
170	0.3227963736
171	0.3226965167
172	0.3225730248
173	0.3224517972
174	0.3223176045
175	0.3221991567
176	0.3220807617
177	0.3219698311
178	0.3218704489
179	0.3217437064
180	0.3216168924
181	0.3214941289
182	0.3213798996
183	0.321256419
184	0.3211732721
185	0.3210727963
186	0.3209672107
187	0.3208301832
188	0.3207291021
189	0.3206043805
190	0.3204966481
191	0.3203899732
192	0.3202591342
193	0.3201111674
194	0.3199667371
195	0.3198263536
196	0.3196838376
197	0.3196096933
198	0.3195066524
199	0.3194011434
200	0.3193154567
201	0.3191935952
202	0.3191121585
203	0.3189874538
204	0.3188634711
205	0.3187459288
206	0.3185984214
207	0.3184798665
208	0.3183785413
209	0.3182643179
210	0.3181570483
211	0.3180321616
212	0.3179003577
213	0.3177813304
214	0.3176545412
215	0.3175389462
216	0.3174118973
217	0.3173014473
218	0.3171853593
219	0.3170785721
220	0.3169598743
221	0.3168447859
222	0.3167003157
223	0.3165607584
224	0.3164391166
225	0.3163109013
226	0.3161800514
227	0.3160631747
228	0.3159506685
229	0.3157915589
230	0.3156475928
231	0.3155599323
232	0.3154159913
233	0.3152914777
234	0.3151602494
235	0.3149982138
236	0.3148940818
237	0.3147715302
238	0.3146580458
239	0.31452423
240	0.3144258481
241	0.3143261321
242	0.3142287938
243	0.3141138074
244	0.313985925
245	0.3138674367
246	0.3137243776
247	0.3136359409
248	0.3134980624
249	0.3133855863
250	0.3132766556
251	0.3131311036
252	0.3130240762
253	0.3128780805
254	0.3127411692
255	0.3126057226
256	0.3124688469
257	0.3123484773
258	0.3122533033
259	0.3121404521
260	0.3120153355
261	0.3118662594
262	0.3117292768
263	0.3116037303
264	0.3114882417
265	0.3113809103
266	0.3112600313
267	0.3111140558
268	0.3109623939
269	0.3108214816
270	0.3107160551
271	0.3105998269
272	0.3104853206
273	0.3103559298
274	0.3102376992
275	0.3101340008
276	0.3100161382
277	0.3098922263
278	0.3097710685
279	0.3096357403
280	0.3095206225
281	0.3094199627
282	0.3092959077
283	0.3091697619
284	0.3090598436
285	0.308947748
286	0.3088277888
287	0.3086922924
288	0.3085643639
289	0.3084374421
290	0.3083036215
291	0.3082183377
292	0.3080682705
293	0.3079057299
294	0.3078076274
295	0.3076890389
296	0.3075593661
297	0.3074621546
298	0.3073534509
299	0.3072143189
300	0.3070848451
301	0.306980251
302	0.3068565313
303	0.3067733039
304	0.3066357181
305	0.3065149335
306	0.3063615671
307	0.3061999943
308	0.30608529
309	0.3059573752
310	0.3058452542
311	0.3056989189
312	0.3056013263
313	0.3054658782
314	0.3053700841
315	0.3052559074
316	0.3051394189
317	0.3050518681
318	0.3049268617
319	0.3048076672
320	0.3046589427
321	0.3045524858
322	0.3044335506
323	0.3043135773
324	0.3041954261
325	0.3040475471
326	0.3039198683
327	0.3037881727
328	0.3036410951
329	0.3035350627
330	0.3034307564
331	0.3033072305
332	0.3031498078
333	0.3030665391
334	0.3029694042
335	0.3028645219
336	0.3027306407
337	0.3025742644
338	0.3024428243
339	0.3023120741
340	0.3021908091
341	0.3020905307
342	0.3019561307
343	0.3018202929
344	0.3017122351
345	0.3016174522
346	0.3015117067
347	0.3014050426
348	0.3012856395
349	0.3011612164
350	0.3010102018
351	0.3009137338
352	0.3007964034
353	0.3006976871
354	0.3006125478
355	0.3005222082
356	0.3004040462
357	0.3002747861
358	0.3001796379
359	0.3000367628
360	0.2999325079
361	0.2998088455
362	0.2997078159
363	0.2996067112
364	0.2994918766
365	0.299381174
366	0.2992639168
367	0.2991826611
368	0.2990551738
369	0.2989332713
370	0.2988083966
371	0.2987081292
372	0.2985978409
373	0.2984789769
374	0.2983397092
375	0.2982220413
376	0.2981031247
377	0.297989619
378	0.297851038
379	0.2977535437
380	0.2976511376
381	0.2975310208
382	0.2973831168
383	0.2972783228
384	0.2971697915
385	0.2970405803
386	0.2969517327
387	0.296802351
388	0.2966767836
389	0.296552894
390	0.2964444023
391	0.2963509647
392	0.2962657648
393	0.2961679767
394	0.2960678742
395	0.295973401
396	0.295879897
397	0.2957511712
398	0.2956296331
399	0.2955400923
400	0.2954493515
401	0.2953412899
402	0.2951892774
403	0.2950976847
404	0.2949564262
405	0.2948562347
406	0.2947435975
407	0.2946237057
408	0.2945276025
409	0.2944265722
410	0.2943347537
411	0.2942306772
412	0.2941185819
413	0.2939807205
414	0.2938558959
415	0.2937177102
416	0.2936262739
417	0.2934994165
418	0.2933727561
419	0.2932717577
420	0.2931300218
421	0.2930323388
422	0.2929121182
423	0.2928108807
424	0.292712217
425	0.2926209336
426	0.2925080201
427	0.2923824408
428	0.2922276975
429	0.2921038252
430	0.2919907861
431	0.2918899475
432	0.2917850751
433	0.2916888023
434	0.2915793774
435	0.2914832283
436	0.2913884611
437	0.2912368827
438	0.2911542982
439	0.2910151421
440	0.2908792396
441	0.2907271043
442	0.2906147934
443	0.2905087851
444	0.2904110008
445	0.2903202091
446	0.2901725112
447	0.2900771916
448	0.2899830035
449	0.2898748679
450	0.2897728146
451	0.2896792618
452	0.2895758562
453	0.2894923914
454	0.289394814
455	0.2893037924
456	0.2891767078
457	0.2890917333
458	0.2889861522
459	0.2888751178
460	0.2887669652
461	0.288656383
462	0.2885504633
463	0.2884164603
464	0.2883127428
465	0.2882311017
466	0.2880879941
467	0.2879616814
468	0.2878452956
469	0.287756734
470	0.2876532735
471	0.2875646691
472	0.2874696426
473	0.2873547758
474	0.287268523
475	0.2871660622
476	0.2870370019
477	0.2868915283
478	0.2867524718
479	0.2866653295
480	0.2865697985
481	0.2864369762
482	0.286323717
483	0.2862064186
484	0.2861249049
485	0.2860354834
486	0.2859023427
487	0.2857845083
488	0.2856909593
489	0.2856007484
490	0.2855068482
491	0.2853931797
492	0.2852743604
493	0.2851594038
494	0.2850298334
495	0.2848921516
496	0.2848082494
497	0.2847128721
498	0.2846309862
499	0.2844918735
500	0.2844346179
501	0.2843099961
502	0.2841989483
503	0.2841097123
504	0.284017562
505	0.2839321052
506	0.2838330492
507	0.2837629517
508	0.2836837461
509	0.2835492785
510	0.283426536
511	0.2833275281
512	0.2832205593
513	0.2830848614
514	0.2829551131
515	0.2828122765
516	0.2827403154
517	0.282654566
518	0.2825486881
519	0.2824643345
520	0.2823646408
521	0.282268871
522	0.2821702578
523	0.2820569409
524	0.2819299606
525	0.2818466764
526	0.2817431819
527	0.281621825
528	0.2815194374
529	0.2814375763
530	0.2813530539
531	0.2812494341
532	0.281159081
533	0.2810685961
534	0.2809613248
535	0.280866075
536	0.2807539549
537	0.2806707399
538	0.2805662121
539	0.2804872183
540	0.2803759821
541	0.2802810091
542	0.280165572
543	0.2800558399
544	0.2799766375
545	0.2798675168
546	0.2797731063
547	0.279683565
548	0.2795975898
549	0.2794950323
550	0.2794103808
551	0.279309554
552	0.279193929
553	0.2790838183
554	0.2789602638
555	0.2788862565
556	0.278806686
557	0.2787377006
558	0.278640542
559	0.2785436204
560	0.2784468025
561	0.278361762
562	0.278243781
563	0.278134869
564	0.2780209347
565	0.2779172639
566	0.277832221
567	0.2777235049
568	0.2776371829
569	0.2775755107
570	0.2774697735
571	0.2773901361
572	0.2773000292
573	0.2771815408
574	0.2771001372
575	0.2769856289
576	0.2768789785
577	0.2767904967
578	0.2767062812
579	0.2765762207
580	0.2764761873
581	0.2763658851
582	0.2762788577
583	0.2761883858
584	0.276098258
585	0.2759889411
586	0.2759052114
587	0.275799433
588	0.2757132588
589	0.2756135136
590	0.2755371628
591	0.2754675398
592	0.2753558918
593	0.275251473
594	0.275150131
595	0.2750440715
596	0.274910595
597	0.2748207718
598	0.2746911
599	0.2745775549
600	0.2744798991
601	0.2744011024
602	0.2742813468
603	0.2741708976
604	0.2740622316
605	0.2739742832
606	0.273859241
607	0.2737418425
608	0.2736194905
609	0.2735148043
610	0.2733981316
611	0.2733061976
612	0.2731723718
613	0.2731054819
614	0.2729995929
615	0.2729073289
616	0.2728224836
617	0.2727224715
618	0.2726420003
619	0.2725483095
620	0.2724369793
621	0.2723354913
622	0.2722462697
623	0.2721398414
624	0.2720402329
625	0.2719211157
626	0.2718317372
627	0.2717657488
628	0.2716441799
629	0.2715393978
630	0.2714522194
631	0.2713590235
632	0.2712244466
633	0.2711270135
634	0.2710362972
635	0.2709589542
636	0.270850119
637	0.2707587839
638	0.2706213836
639	0.2705387075
640	0.2704490478
641	0.2703260424
642	0.2702281412
643	0.2701481866
644	0.270060311
645	0.269993213
646	0.2698954522
647	0.2697825434
648	0.2696978371
649	0.2695871862
650	0.2694615636
651	0.2693698873
652	0.2692326047
653	0.2691458276
654	0.2690523253
655	0.26896271
656	0.2688324095
657	0.2687504173
658	0.268662121
659	0.2685655898
660	0.2684974222
661	0.2684144312
662	0.2682986702
663	0.2681781942
664	0.2681077942
665	0.2679953992
666	0.2679146444
667	0.2677792517
668	0.2676459827
669	0.2675559928
670	0.2674575952
671	0.2673451431
672	0.2672719287
673	0.2671906365
674	0.267083692
675	0.2669589127
676	0.2668901853
677	0.2667949351
678	0.2667071151
679	0.2666117259
680	0.2665471025
681	0.2664412784
682	0.2663389067
683	0.2662535367
684	0.2661623726
685	0.2660651804
686	0.2659822185
687	0.2658659151
688	0.2657561765
689	0.265688652
690	0.2655735485
691	0.2654606126
692	0.2653640665
693	0.2652556502
694	0.2651722558
695	0.2650868656
696	0.2649869461
697	0.2649087407
698	0.2648163344
699	0.2647225399
700	0.2646363548
701	0.2645499778
702	0.2644610954
703	0.2643949579
704	0.264297247
705	0.264212436
706	0.2641269075
707	0.2640266437
708	0.2639590023
709	0.2638651462
710	0.2637475585
711	0.2636536366
712	0.2635563243
713	0.2634590483
714	0.2633442517
715	0.2632241731
716	0.2631031151
717	0.2630131772
718	0.2629260769
719	0.2628262712
720	0.2627259916
721	0.2626347522
722	0.2625269433
723	0.262435709
724	0.2623422474
725	0.262253798
726	0.2621335636
727	0.2620328401
728	0.2619329337
729	0.2618580589
730	0.2617634686
731	0.2616863976
732	0.2616078919
733	0.261523526
734	0.2614413118
735	0.2613574327
736	0.2612582417
737	0.261194842
738	0.2610924656
739	0.2609918634
740	0.26091347
741	0.2608089677
742	0.2607111067
743	0.2606014355
744	0.260520156
745	0.2604287816
746	0.2603581838
747	0.2602755645
748	0.2601698812
749	0.260088684
750	0.2599786399
751	0.2598780899
752	0.2597866803
753	0.2596907883
754	0.2595925447
755	0.2594992528
756	0.2594019472
757	0.2592909453
758	0.2591864109
759	0.2591021231
760	0.2590164997
761	0.2589418983
762	0.2588523864
763	0.2587812278
764	0.2587185803
765	0.2586331422
766	0.2585417134
767	0.2584632556
768	0.2583865008
769	0.2582979947
770	0.2581961072
771	0.2581028098
772	0.2579866057
773	0.2578817417
774	0.2577917302
775	0.2577206587
776	0.2576187475
777	0.2575362678
778	0.257471366
779	0.2573916955
780	0.2573101884
781	0.2572385195
782	0.2571562512
783	0.2570715569
784	0.2569927609
785	0.2568877568
786	0.2567806904
787	0.2566754235
788	0.2565611051
789	0.2564680966
790	0.2563638654
791	0.2562727617
792	0.2561844761
793	0.2560927339
794	0.2560236395
795	0.2559562277
796	0.2558718245
797	0.2557458522
798	0.2556734034
799	0.2556030274
800	0.2555168563
801	0.2554184268
802	0.255315434
803	0.2552246422
804	0.2551516945
805	0.2550636955
806	0.2549429982
807	0.2548727429
808	0.2547775739
809	0.2546984638
810	0.2546216341
811	0.2545435607
812	0.2544533499
813	0.2543441717
814	0.2542512736
815	0.2541790828
816	0.2541044361
817	0.2540404336
818	0.253958569
819	0.2538727931
820	0.253769595
821	0.2536710058
822	0.2535991061
823	0.2534983296
824	0.2534314989
825	0.2533464416
826	0.2532713356
827	0.2531735407
828	0.2530535209
829	0.2529817281
830	0.2529013074
831	0.2528002502
832	0.2526911332
833	0.2526252586
834	0.2525481837
835	0.2524678755
836	0.252383883
837	0.2522645517
838	0.2521896535
839	0.2521175276
840	0.2520453674
841	0.2519767892
842	0.2518837581
843	0.2518242979
844	0.2517300645
845	0.2516444023
846	0.2515641625
847	0.2514719443
848	0.251357827
849	0.2512940896
850	0.2512191189
851	0.2511293535
852	0.2510378112
853	0.2509688959
854	0.2508960605
855	0.2508311511
856	0.2507311728
857	0.2506335722
858	0.250537844
859	0.2504532509
860	0.2503606922
861	0.2502629197
862	0.2501592328
863	0.2500655969
864	0.2499783487
865	0.2499132624
866	0.2498341529
867	0.2497601767
868	0.2496858293
869	0.2496110629
870	0.249530035
871	0.2494784887
872	0.2493679873
873	0.2492615026
874	0.2491991805
875	0.2491217166
876	0.2490318019
877	0.248932888
878	0.248860143
879	0.2487892946
880	0.2487203566
881	0.2486273283
882	0.2485532719
883	0.2484960068
884	0.2484243622
885	0.2483368072
886	0.2482474308
887	0.2481744261
888	0.2481008818
889	0.2479793152
890	0.2478671911
891	0.2477826243
892	0.2476810817
893	0.2476021974
894	0.2475186228
895	0.2474409449
896	0.2473692567
897	0.247284525
898	0.2471757057
899	0.2470836617
900	0.2470034108
901	0.2469016157
902	0.2468411375
903	0.246763164
904	0.2466704818
905	0.2465902089
906	0.2464892881
907	0.2464175092
908	0.2463539591
909	0.24627103
910	0.2461825356
911	0.2460920563
912	0.2460300953
913	0.2459262033
914	0.2458421457
915	0.2457392272
916	0.2456859582
917	0.2456191642
918	0.245529032
919	0.2454502127
920	0.2453735853
921	0.2453191552
922	0.2452401004
923	0.2451578361
924	0.2450951787
925	0.2450215394
926	0.2449342888
927	0.2448762818
928	0.2447828171
929	0.2447096062
930	0.2446288194
931	0.244540791
932	0.24448276
933	0.2444074315
934	0.2443191795
935	0.2442455592
936	0.2441594446
937	0.244080046
938	0.2439746966
939	0.2438534769
940	0.2437780815
941	0.2437020734
942	0.2436395344
943	0.2435531087
944	0.2434632727
945	0.2433931968
946	0.243307737
947	0.2432253974
948	0.2431349565
949	0.2430352732
950	0.2429543602
951	0.2428681017
952	0.242780368
953	0.2426938314
954	0.2426081574
955	0.2425302608
956	0.2424437611
957	0.2423735853
958	0.2423094855
959	0.2422176596
960	0.2421413777
961	0.2420623624
962	0.241955427
963	0.2418781332
964	0.2417813007
965	0.2417435366
966	0.2416514103
967	0.2415729721
968	0.2414866346
969	0.2414186066
970	0.2413526393
971	0.2412758218
972	0.2411939739
973	0.2410933162
974	0.2410116458
975	0.2409234843
976	0.2408530826
977	0.2407907267
978	0.2407209883
979	0.2406350945
980	0.2405507253
981	0.2404570016
982	0.2403643409
983	0.2402918299
984	0.2402222817
985	0.2401552685
986	0.2400961577
987	0.2400115365
988	0.2399114992
989	0.2398241814
990	0.2397608081
991	0.2396879143
992	0.23962585
993	0.239547571
994	0.2394559781
995	0.2393917768
996	0.2393171764
997	0.2392497491
998	0.2391482103
999	0.2390728574
